tconst	ordering	nconst	category	job	characters	img_url_asset
tt090780	5	nm0355703	director	\N	\N	\N
tt090780	6	nm0461298	director	\N	\N	\N
tt090780	7	nm5890366	director	\N	\N	\N
tt090780	8	nm4481722	writer	creator	\N	\N
tt090780	9	nm0504327	writer	teleplay	\N	\N
tt090785	10	nm0255860	production_designer	\N	\N	\N
tt090785	1	nm0371824	actor	\N	"[""Peter Macari""]"	https://image.tmdb.org/t/p/{width_variable}/4YoZ8aRnDObtxZ9VFvRhunkG1Ha.jpg
tt090785	2	nm0050482	actor	\N	"[""Captain Richie""]"	https://image.tmdb.org/t/p/{width_variable}/jIKae3BQSyZ1IKdsHc7eT2IPYDy.jpg
tt090785	3	nm0292420	actor	\N	"[""Captain Howson""]"	\N
tt090785	4	nm0452352	actor	\N	"[""Ray Poynting""]"	https://image.tmdb.org/t/p/{width_variable}/oYzrvpDwYrraj469Sfo9Jrk6L0D.jpg
tt090785	5	nm0382956	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/xJWGoZpqFQodfLuiltknFfOdpV8.jpg
tt090785	6	nm0421256	writer	written by	\N	\N
tt090785	7	nm0019908	composer	\N	\N	\N
tt090785	8	nm0801005	cinematographer	\N	\N	\N
tt090785	9	nm0699114	editor	\N	\N	\N
tt090869	1	nm0821564	actor	\N	\N	\N
tt090869	2	nm0874252	actor	\N	\N	\N
tt090869	3	nm2426375	actor	\N	\N	\N
tt090869	4	nm0759757	actor	\N	\N	https://image.tmdb.org/t/p/{width_variable}/lJsoZtOeNaer5jZSydSjONL32xp.jpg
tt090869	5	nm0173065	director	\N	\N	\N
tt090869	6	nm2419918	writer	\N	\N	\N
tt090869	7	nm1648673	writer	\N	\N	\N
tt090869	8	nm2139781	composer	\N	\N	\N
tt090869	9	nm2425907	editor	\N	\N	\N
tt091490	1	nm1293725	self	\N	"[""Self""]"	\N
tt091490	2	nm0599806	self	\N	"[""Self""]"	\N
tt091490	3	nm2616328	self	\N	"[""Self""]"	\N
tt091490	4	nm0014411	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/rRs0dXKPDBa8dOFa65nKutgfdU6.jpg
tt091899	10	nm1024700	cinematographer	\N	\N	\N
tt091899	1	nm0069683	actress	\N	"[""Glória Campos""]"	https://image.tmdb.org/t/p/{width_variable}/3hHhuMyEUEy9iEYeLz15Cq8f9UA.jpg
tt091899	2	nm0135629	actor	\N	"[""Álvaro Aguiar"",""Anjo""]"	https://image.tmdb.org/t/p/{width_variable}/jSiooyHkI3GeVqqALRN7m5ZCT4F.jpg
tt091899	3	nm0537345	actor	\N	"[""Guido Falcone""]"	https://image.tmdb.org/t/p/{width_variable}/tc5lU1RvzIZmxERqDK2BP0gZyY4.jpg
tt091899	4	nm0263083	actress	\N	"[""Madame Ming""]"	https://image.tmdb.org/t/p/{width_variable}/kLTVQhe8VavWaBWWu3hl1lmNFaJ.jpg
tt091899	5	nm0136642	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/tlbS7GHffmjVHEGYWh7kCLOwd76.jpg
tt091899	6	nm0524521	writer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/isBkqurNZuz2k18lFxvfQ80EwUp.jpg
tt091899	7	nm1911366	producer	producer	\N	\N
tt091899	8	nm0575381	composer	\N	\N	\N
tt091899	9	nm0763444	composer	\N	\N	\N
tt092024	10	nm0122214	production_designer	\N	\N	\N
tt092024	1	nm0601377	actor	\N	"[""Carlos""]"	https://image.tmdb.org/t/p/{width_variable}/qKZisM9TgkqQwepffcUayQkzFOy.jpg
tt092024	2	nm0893941	actress	\N	"[""Viernes""]"	https://image.tmdb.org/t/p/{width_variable}/5ml5J9yDEV6ZLkinkS7vAHfE882.jpg
tt092024	3	nm0891892	actress	\N	"[""Rosa""]"	https://image.tmdb.org/t/p/{width_variable}/h1AMRj3mQrLorgNEk4ZkLFLyrRy.jpg
tt092024	4	nm0385860	actor	\N	"[""Luis""]"	https://image.tmdb.org/t/p/{width_variable}/mL2XDG2c3hXyJUmmlE03OoKreMY.jpg
tt092024	5	nm0002797	director	\N	\N	\N
tt092024	6	nm0260358	producer	producer	\N	\N
tt092024	7	nm0407076	composer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/rCmxMuBdpvQttspXRlSHZbDNDn0.jpg
tt092024	8	nm0013761	cinematographer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/5KUDE1mJ9X6o8Gu9PAPHXDTuDIt.jpg
tt092024	9	nm0084613	editor	\N	\N	\N
tt092507	10	nm0311677	actress	\N	\N	https://image.tmdb.org/t/p/{width_variable}/lSLF837hWXPWAvMAmO157113r4j.jpg
tt092507	1	nm0482320	actor	\N	"[""Hari"",""Hari Annan""]"	https://image.tmdb.org/t/p/{width_variable}/wvoBULQimwguAGPOHZ8TDoy7jBJ.jpg
tt092507	2	nm0788152	actor	\N	"[""Shekhar""]"	https://image.tmdb.org/t/p/{width_variable}/jXzOywcBqsYiGyXXUiEh8btka4P.jpg
tt092507	3	nm11868367	actor	\N	\N	\N
tt092507	4	nm0025618	actor	\N	"[""Amar Bakhia""]"	https://image.tmdb.org/t/p/{width_variable}/gu7cZrkuglW5IY9pTcRaSCgaTbz.jpg
tt092507	5	nm0698184	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/gBaSTf0XL0mKj0iYZcYix4OTMyG.jpg
tt092507	6	nm0845785	writer	screenplay	\N	\N
tt092507	7	nm2088678	producer	producer	\N	\N
tt092507	8	nm1019477	cinematographer	\N	\N	\N
tt092507	9	nm0474870	cinematographer	\N	\N	\N
tt092589	10	nm0202317	editor	\N	\N	\N
tt092589	1	nm0321557	actress	\N	"[""Sonia"",""Lucille""]"	https://image.tmdb.org/t/p/{width_variable}/12Bx8nq3A72ZlpkrHdIUnZdUVS5.jpg
tt092589	2	nm0391218	actor	\N	"[""Ivan"",""Fyodor""]"	https://image.tmdb.org/t/p/{width_variable}/wfujtsSzR7NY4R0V2t0lFMl0UE1.jpg
tt092589	3	nm0860651	actor	\N	"[""Doc Wop Group (Doo Wop Group?)""]"	\N
tt092589	4	nm0791829	actor	\N	"[""Doc Wop Group (Doo Wop Group?)""]"	\N
tt092589	5	nm0434854	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/o876keswb6pAaxMJYcUORFqG3Ce.jpg
tt092589	6	nm0853339	producer	producer	\N	\N
tt092589	7	nm0881673	composer	\N	\N	\N
tt092589	8	nm0237170	cinematographer	\N	\N	\N
tt092589	9	nm0273113	cinematographer	\N	\N	\N
tt092926	1	nm0573712	actor	\N	"[""Mic""]"	\N
tt092926	2	nm0573708	actor	\N	"[""Martin""]"	\N
tt092926	3	nm2439686	actor	\N	"[""Jake""]"	\N
tt092926	4	nm3961708	actor	\N	"[""Fat Man""]"	\N
tt092926	5	nm0927475	director	\N	\N	\N
tt092926	6	nm0125215	composer	\N	\N	\N
tt092926	7	nm3961818	composer	\N	\N	\N
tt092926	8	nm0242466	cinematographer	director of photography	\N	\N
tt092984	10	nm0302694	production_designer	\N	\N	\N
tt092984	1	nm0654843	actor	\N	"[""Faustino Monegros""]"	https://image.tmdb.org/t/p/{width_variable}/2EMFCy8s87hWd8N3YiPT0InNWWf.jpg
tt092984	2	nm0174290	actor	\N	"[""Abelardo""]"	https://image.tmdb.org/t/p/{width_variable}/7ghXARjthyX8Yj6mxRpGEBe2IjY.jpg
tt092984	3	nm0713999	actor	\N	"[""Miguel""]"	\N
tt092984	4	nm0953623	actress	\N	"[""Rafaela""]"	https://image.tmdb.org/t/p/{width_variable}/g8CFYonhRK8NAa18EesbVx4ecwS.jpg
tt092984	5	nm0654839	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/s66SfAYU3kdGPhnoPWYNNsKC4mV.jpg
tt092984	6	nm0143107	producer	producer	\N	\N
tt092984	7	nm0305862	composer	\N	\N	\N
tt092984	8	nm0558293	cinematographer	\N	\N	\N
tt092984	9	nm0737932	editor	\N	\N	\N
tt093061	1	nm0338598	director	\N	\N	\N
tt093061	2	nm0877175	producer	producer	\N	\N
tt093061	3	nm0276279	composer	\N	\N	\N
tt093061	4	nm0276281	composer	\N	\N	\N
tt093061	5	nm0356962	cinematographer	\N	\N	\N
tt093061	6	nm0365948	editor	\N	\N	\N
tt093081	1	nm0343276	director	\N	\N	\N
tt093081	2	nm0591036	cinematographer	\N	\N	\N
tt093099	1	nm0732550	self	\N	"[""Self - Interviewer""]"	\N
tt093099	2	nm0520485	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/kdEoMT0zH0PRgBByTdpEd88v3oi.jpg
tt093099	3	nm0612455	producer	producer	\N	\N
tt093099	4	nm0715428	cinematographer	\N	\N	\N
tt093099	5	nm0725725	cinematographer	\N	\N	\N
tt093099	6	nm2766240	cinematographer	\N	\N	\N
tt093099	7	nm0819862	cinematographer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/zVeJRzQaIvENbOUbhMgP4DkgK7W.jpg
tt093099	8	nm0257855	editor	\N	\N	\N
tt093099	9	nm0942647	production_designer	\N	\N	\N
tt093210	10	nm0621551	actress	\N	"[""doña Cuca""]"	\N
tt093210	1	nm0006842	actor	\N	"[""don Pedro de Limantour""]"	https://image.tmdb.org/t/p/{width_variable}/vC7pjqqLfQRNhvZxKqdcTyOSHIP.jpg
tt093210	2	nm0274713	actress	\N	"[""Chabelita (Isabel Freiman)""]"	https://image.tmdb.org/t/p/{width_variable}/9y0YEE0gdR0DQNd7m69XQWfWNi5.jpg
tt093210	3	nm0622179	actor	\N	"[""Pepe 'El Tuercas'""]"	\N
tt093210	4	nm0745495	actor	\N	"[""Sr. Rotzinger""]"	https://image.tmdb.org/t/p/{width_variable}/ekJP17aPbfnAIWTewsjbf2qGTY9.jpg
tt093210	5	nm0244471	director	\N	\N	\N
tt093210	6	nm0972819	writer	story	\N	\N
tt093210	7	nm0033517	composer	\N	\N	\N
tt093210	8	nm0749694	cinematographer	\N	\N	\N
tt093210	9	nm0306187	editor	\N	\N	\N
tt093211	1	nm2032474	actor	\N	"[""Young man""]"	\N
tt093211	2	nm0285970	actor	\N	"[""Nailhead""]"	\N
tt093211	3	nm2027528	actress	\N	"[""Young Woman""]"	\N
tt093211	4	nm0366594	director	\N	\N	\N
tt093211	5	nm0713818	cinematographer	\N	\N	\N
tt093211	6	nm0343149	editor	\N	\N	\N
tt093309	10	nm0150971	editor	\N	\N	\N
tt093309	1	nm0482580	actor	\N	"[""Master Gau""]"	https://image.tmdb.org/t/p/{width_variable}/3G7ftUMJeFHaxxcCZ9gBRtd84Tg.jpg
tt093309	2	nm0157785	actor	\N	"[""Chou Sheng""]"	https://image.tmdb.org/t/p/{width_variable}/6Xs2S8kF3pwDLXDmik02BwEmeCR.jpg
tt093309	3	nm0939309	actor	\N	"[""Man Choi""]"	https://image.tmdb.org/t/p/{width_variable}/j6RN57GPxZ6DVjE3m1WFg4yjRsp.jpg
tt093309	4	nm0628731	actress	\N	"[""Lai""]"	https://image.tmdb.org/t/p/{width_variable}/qLyGOZWhRCntGJDNYH9YErfPqec.jpg
tt093309	5	nm0490487	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/jeOcDd8zWKc4nYk9MvRS3FKzuc2.jpg
tt093309	6	nm5071994	writer	screenplay	\N	\N
tt093309	7	nm5071242	producer	producer	\N	\N
tt093309	8	nm0399065	producer	producer	\N	\N
tt093309	9	nm0150888	composer	\N	\N	\N
tt093508	10	nm0600120	actor	\N	"[""Cambrer""]"	https://image.tmdb.org/t/p/{width_variable}/8Mtaz2XE5udIJHbbXRCjgIHgYbV.jpg
tt093508	1	nm0596757	actress	\N	"[""Maite""]"	https://image.tmdb.org/t/p/{width_variable}/gZEuPMghIsJDqobYknErEpMHKtr.jpg
tt093508	2	nm0839955	actor	\N	"[""Ferran""]"	\N
tt093508	3	nm0673822	actor	\N	"[""Xavi""]"	\N
tt093508	4	nm0127923	actress	\N	"[""Magda""]"	https://image.tmdb.org/t/p/{width_variable}/pJiMw8sbMlvBJDfxMwSQXaiyUeP.jpg
tt093508	5	nm0063181	director	\N	\N	\N
tt093508	6	nm0900292	composer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/3BMKbtWmR6w3wAYiitYQuzjv2jD.jpg
tt093508	7	nm0348873	cinematographer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/fHTMOW6rPeDgJyCO564BoJbc3xJ.jpg
tt093508	8	nm0785565	actress	\N	"[""Mare""]"	https://image.tmdb.org/t/p/{width_variable}/3eVHZ5gieSxNYUJRXaYLDaljDQO.jpg
tt093508	9	nm0109131	actor	\N	"[""Pare""]"	https://image.tmdb.org/t/p/{width_variable}/1aY1H8d0jNo8W0TlXDNySea6iJ3.jpg
tt093572	10	nm15000143	editor	\N	\N	\N
tt093572	1	nm0001789	archive_footage	\N	"[""Self""]"	https://image.tmdb.org/t/p/{width_variable}/j0toVLrgLNuyGnUxGPnSfnPiSf5.jpg
tt093572	2	nm0346096	archive_footage	\N	"[""Self""]"	https://image.tmdb.org/t/p/{width_variable}/5fO9Jrbnp0LbvVisSXhLJiVvxaL.jpg
tt093572	3	nm0812546	actor	\N	"[""Narrator""]"	https://image.tmdb.org/t/p/{width_variable}/oNLxLidA1BOuZ7OyQcQXWKcl4E0.jpg
tt093572	4	nm0122972	cinematographer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/zUpIrX9VoCiGSxALRaSn2sGROv.jpg
tt093572	5	nm0469945	cinematographer	\N	\N	\N
tt093572	6	nm0619672	cinematographer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/isUNoboWLs4Y1ynKzEWBCR17IGj.jpg
tt093572	7	nm0069460	editor	\N	\N	\N
tt093572	8	nm0270828	editor	\N	\N	https://image.tmdb.org/t/p/{width_variable}/RKVyuvv5ZqGf9rjIkRWepJywcy.jpg
tt093572	9	nm0783978	editor	\N	\N	\N
tt093646	10	nm0661081	editor	\N	\N	\N
tt093646	1	nm0631741	actor	\N	"[""Bookseller""]"	https://image.tmdb.org/t/p/{width_variable}/mNiyD3BOzWba4CB0VTbIqA4EAVm.jpg
tt093646	2	nm0798071	actress	\N	"[""Bookseller's Wife""]"	\N
tt093646	3	nm0750234	actor	\N	"[""Wife's Lover""]"	https://image.tmdb.org/t/p/{width_variable}/ziUmk1J1QVaZBGIChkilzSougpG.jpg
tt093646	4	nm2963810	actress	\N	"[""Girl""]"	\N
tt093646	5	nm0657722	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/z957TIA2oy1egLF0iw8oqHcwrbU.jpg
tt093646	6	nm0382175	producer	producer	\N	\N
tt093646	7	nm1531811	composer	\N	\N	\N
tt093646	8	nm4615814	composer	\N	\N	\N
tt093646	9	nm0386744	cinematographer	\N	\N	\N
tt093989	10	nm8989506	actor	\N	\N	\N
tt093989	1	nm1253795	actor	\N	\N	\N
tt093989	2	nm8990093	actor	\N	\N	\N
tt093989	3	nm2083556	actor	\N	\N	https://image.tmdb.org/t/p/{width_variable}/aqxa9aRrGOIiIcia0Vb3ErvXz4e.jpg
tt093989	4	nm3854432	actor	\N	\N	\N
tt093989	5	nm0151653	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/hMNZmmw1LjIqf0SCDaPeYf5XuH7.jpg
tt093989	6	nm0482697	composer	\N	\N	\N
tt093989	7	nm0155408	cinematographer	\N	\N	\N
tt093989	8	nm1254456	actor	\N	\N	https://image.tmdb.org/t/p/{width_variable}/vruCZJPtqdhlgEMh7ArH3LtQ97w.jpg
tt093989	9	nm0191280	actor	\N	\N	\N
tt094004	10	nm0812424	actress	\N	\N	\N
tt094004	1	nm0338715	actor	\N	"[""Vincent Miles"",""Johnny Hondo""]"	https://image.tmdb.org/t/p/{width_variable}/fQFvA1ksyWXiBBmSuKkgbBGvqZv.jpg
tt094004	2	nm0857163	actor	\N	"[""Professor Rossi""]"	\N
tt094004	3	nm0314789	actress	\N	"[""Hamlulu""]"	https://image.tmdb.org/t/p/{width_variable}/qAYu5GkO6myRkoIzE50ADqw9N08.jpg
tt094004	4	nm0490270	actress	\N	"[""Lucy""]"	\N
tt094004	5	nm0162717	director	\N	\N	\N
tt094004	6	nm0332417	writer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/xeyu6lv0DT3LBZOPCx7IvkXGPPW.jpg
tt094004	7	nm0689273	composer	\N	\N	\N
tt094004	8	nm0510156	cinematographer	\N	\N	\N
tt094004	9	nm0229302	actor	\N	"[""Zilinsky""]"	\N
tt094376	10	nm0473322	actor	\N	"[""The General""]"	\N
tt094376	1	nm0451195	actress	\N	"[""Inspector Yang Lei-Ching""]"	https://image.tmdb.org/t/p/{width_variable}/idcO9jXOyTZTz6bqnTLAynsHq4T.jpg
tt094376	2	nm0628747	actor	\N	"[""David Ng""]"	https://image.tmdb.org/t/p/{width_variable}/dEytnOnVDM1J7Nm9s4x2M1kgM24.jpg
tt094376	3	nm0465020	actress	\N	"[""May""]"	https://image.tmdb.org/t/p/{width_variable}/96pcgW1IxSCXyHwmghrdow6SVbn.jpg
tt094376	4	nm0516316	actor	\N	"[""Alan's Godfather""]"	https://image.tmdb.org/t/p/{width_variable}/cUZZlI9m1JnxmCvOWDtDu5hqO3p.jpg
tt094376	5	nm0149216	director	\N	\N	\N
tt094376	6	nm0504945	writer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/te6jAYP1AO57muFDtmxjoBZTFgh.jpg
tt094376	7	nm0948137	writer	\N	\N	\N
tt094376	8	nm3575227	writer	\N	\N	\N
tt094376	9	nm0793812	producer	producer	\N	https://image.tmdb.org/t/p/{width_variable}/8eN3Oe0R1JXHNhastQvmWupeE6V.jpg
tt094390	1	nm0803393	director	\N	\N	\N
tt094609	10	nm0369483	cinematographer	\N	\N	\N
tt094609	1	nm0484577	actress	\N	\N	\N
tt094609	2	nm0486222	actor	\N	\N	\N
tt094609	3	nm0644389	actor	\N	\N	\N
tt094609	4	nm0912235	actress	\N	\N	\N
tt094609	5	nm0834484	director	\N	\N	\N
tt094609	6	nm0894132	director	\N	\N	\N
tt094609	7	nm0765680	writer	writer	\N	\N
tt094609	8	nm0060163	composer	\N	\N	\N
tt094609	9	nm0627143	composer	\N	\N	\N
tt094666	10	nm0523835	composer	\N	\N	\N
tt094666	1	nm0001698	actor	\N	"[""Leon Abrahams""]"	https://image.tmdb.org/t/p/{width_variable}/exzL5D7RSnIepF9FsFlzCs248he.jpg
tt094666	2	nm0382676	actor	\N	"[""Erich Schiller"",""Ernst Bauricke""]"	https://image.tmdb.org/t/p/{width_variable}/oPPyHJKJceliMLk8S8ldjuDg6V5.jpg
tt094666	3	nm0000214	actress	\N	"[""Gerlind""]"	https://image.tmdb.org/t/p/{width_variable}/rKCSuOn8w5ci1p7bbZJtKBTuWei.jpg
tt094666	4	nm0503627	actor	\N	"[""Herb Denner""]"	https://image.tmdb.org/t/p/{width_variable}/2b1PLnbBU1zdz06AXNGSAo226Is.jpg
tt094666	5	nm0165965	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/7BHT2jkXr1Vzq5csNhGLabv6WuS.jpg
tt094666	6	nm0747047	writer	\N	\N	\N
tt094666	7	nm5165310	writer	\N	\N	\N
tt094666	8	nm0439263	producer	producer	\N	\N
tt094666	9	nm0626618	producer	producer	\N	\N
tt094688	10	nm9861436	production_designer	\N	\N	\N
tt094688	1	nm0045557	actor	\N	"[""Leo""]"	\N
tt094688	2	nm0220338	actress	\N	"[""Janou""]"	\N
tt094688	3	nm0874820	actor	\N	"[""Milos""]"	https://image.tmdb.org/t/p/{width_variable}/nhfuwwQyB3u2q4MvyZPV2f0Ti1I.jpg
tt094688	4	nm0917601	actress	\N	"[""Clara""]"	\N
tt094688	5	nm0453993	director	\N	\N	\N
tt094688	6	nm9861435	composer	\N	\N	\N
tt094688	7	nm0632927	composer	\N	\N	\N
tt094688	8	nm0459479	cinematographer	\N	\N	\N
tt094688	9	nm0104593	editor	\N	\N	\N
tt094808	10	nm0080514	editor	\N	\N	\N
tt094808	1	nm0921201	actor	\N	"[""Peter Thaler""]"	https://image.tmdb.org/t/p/{width_variable}/yiuMRWuUMZhqtDLGLwG2qPt8ubv.jpg
tt094808	2	nm0921202	actor	\N	"[""Christoph Thaler""]"	https://image.tmdb.org/t/p/{width_variable}/fhdJ20v0xpFo2yF0TFDsyNk53kA.jpg
tt094808	3	nm0746931	actress	\N	"[""Katja Thaler""]"	https://image.tmdb.org/t/p/{width_variable}/6EYAUlGUKlREpKdjpr8U2rslz3U.jpg
tt094808	4	nm0369613	actress	\N	"[""Marie Luise Thaler""]"	https://image.tmdb.org/t/p/{width_variable}/fIbOxJvJzfeNgADjQUw1KVrIR0l.jpg
tt094808	5	nm0034776	director	\N	\N	\N
tt094808	6	nm0399560	writer	\N	\N	\N
tt094808	7	nm0871634	producer	producer	\N	\N
tt094808	8	nm0486295	composer	\N	\N	\N
tt094808	9	nm0374734	cinematographer	\N	\N	\N
tt094841	10	nm0345410	composer	\N	\N	\N
tt094841	1	nm0862026	actress	\N	"[""Adelina""]"	https://image.tmdb.org/t/p/{width_variable}/cWsyYGuSsoXSx2y50pgbzb8sqZY.jpg
tt094841	2	nm0750874	actor	\N	"[""Andrea""]"	\N
tt094841	3	nm0134073	actor	\N	"[""Avvocato""]"	https://image.tmdb.org/t/p/{width_variable}/qKTBcs4UEwBhZIeYBpVcDjZVJKg.jpg
tt094841	4	nm0298553	actress	\N	"[""Sister of Nunzia""]"	\N
tt094841	5	nm0274659	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/afP3Hk6ys05jqh33q8nrmkELpZz.jpg
tt094841	6	nm0079342	writer	\N	\N	\N
tt094841	7	nm0547739	writer	\N	\N	\N
tt094841	8	nm0131840	producer	producer	\N	\N
tt094841	9	nm0738603	producer	producer	\N	\N
tt094857	10	nm3450442	actor	\N	\N	\N
tt094857	1	nm0008027	actor	\N	"[""Mr. Ko's Man""]"	https://image.tmdb.org/t/p/{width_variable}/4cAZFRDSzawIF3iEWvEwlWQS3b9.jpg
tt094857	2	nm0155455	actress	\N	"[""Yan Yan""]"	https://image.tmdb.org/t/p/{width_variable}/9jo2gLFVOUWVyOLMhWCv7mkQkpO.jpg
tt094857	3	nm1357132	actor	\N	"[""Small Devil""]"	\N
tt094857	4	nm0156509	actor	\N	"[""Billy""]"	\N
tt094857	5	nm0436326	director	\N	\N	\N
tt094857	6	nm2189141	writer	writer	\N	\N
tt094857	7	nm2722913	producer	producer	\N	\N
tt094857	8	nm0398871	composer	\N	\N	\N
tt094857	9	nm0150995	editor	\N	\N	\N
tt094874	10	nm1133247	editor	\N	\N	\N
tt094874	1	nm0161165	actor	\N	"[""Fat Constable""]"	https://image.tmdb.org/t/p/{width_variable}/JIDntwtQMapDsxaWAXzjluizre.jpg
tt094874	2	nm0514961	actor	\N	"[""Thin Constable""]"	https://image.tmdb.org/t/p/{width_variable}/tOqH5blJzabTfM9dk6EWQ6uIDz7.jpg
tt094874	3	nm2843375	actress	\N	"[""Jackie""]"	\N
tt094874	4	nm4914110	actress	\N	"[""Chu""]"	\N
tt094874	5	nm0504945	writer	story	\N	https://image.tmdb.org/t/p/{width_variable}/te6jAYP1AO57muFDtmxjoBZTFgh.jpg
tt094874	6	nm0906412	writer	story	\N	\N
tt094874	7	nm4827892	producer	producer	\N	\N
tt094874	8	nm0399077	composer	\N	\N	\N
tt094874	9	nm0155624	cinematographer	\N	\N	\N
tt094900	10	nm0452006	cinematographer	director of photography	\N	\N
tt094900	1	nm0642198	actress	\N	"[""Susan Manning""]"	https://image.tmdb.org/t/p/{width_variable}/Ab54gxbGcOntZBXWEvsTvIxpCRk.jpg
tt094900	2	nm0001233	actor	\N	"[""Dr. Desmond Moore""]"	https://image.tmdb.org/t/p/{width_variable}/8OiwipCStS3HyfIm7h7qwEEqIaF.jpg
tt094900	3	nm0934750	actor	\N	"[""Dr. Magnus Quilly""]"	https://image.tmdb.org/t/p/{width_variable}/jLKGf2gQR4cBDnUWFOsXY2y5Pui.jpg
tt094900	4	nm0657676	actor	\N	"[""Ronnie""]"	https://image.tmdb.org/t/p/{width_variable}/fubW9N6y8pt3ERpQ1GUTvrH7SW7.jpg
tt094900	5	nm0505415	director	\N	\N	\N
tt094900	6	nm0165235	writer	"novel ""Clock and Bell"""	\N	\N
tt094900	7	nm0489911	writer	screenplay	\N	\N
tt094900	8	nm0556893	writer	screenplay	\N	\N
tt094900	9	nm0024851	producer	producer	\N	https://image.tmdb.org/t/p/{width_variable}/vd7icijU2Ud0uYnACLEiiuG6nic.jpg
tt094926	10	nm0820085	composer	\N	\N	https://image.tmdb.org/t/p/{width_variable}/jaDV1KG0h8DmkoLl59H8S51QzV0.jpg
tt094926	1	nm0662321	actor	\N	"[""Luke Ward""]"	https://image.tmdb.org/t/p/{width_variable}/hQeGaeTGATTDFDvC13FFnHruV2c.jpg
tt094926	2	nm0722407	actress	\N	"[""Vickie Phillips""]"	https://image.tmdb.org/t/p/{width_variable}/sqLHvm1kKfIn17RZDgzNVrhNrvK.jpg
tt094926	3	nm0485485	actor	\N	"[""Hashim""]"	https://image.tmdb.org/t/p/{width_variable}/ajc0634lUSwTJDwaZbCrcOZJFHe.jpg
tt094926	4	nm0792807	actor	\N	"[""Emilio Ferrari""]"	https://image.tmdb.org/t/p/{width_variable}/ta8wTqsJqjq1arf4h83wTXB87f6.jpg
tt094926	5	nm0868149	director	\N	\N	\N
tt094926	6	nm0029482	writer	\N	\N	\N
tt094926	7	nm10003119	producer	producer	\N	\N
tt094926	8	nm0809306	producer	producer	\N	\N
tt094926	9	nm0738755	composer	\N	\N	\N
tt094997	10	nm0161962	cinematographer	\N	\N	\N
tt094997	1	nm0357020	actor	\N	"[""Professor Paul Evans""]"	https://image.tmdb.org/t/p/{width_variable}/mPfkWXhMJTiNEOAGVBNxngM9YW9.jpg
tt094997	2	nm0716657	actress	\N	"[""Liza Harris""]"	https://image.tmdb.org/t/p/{width_variable}/pLtPqtoRE5JIrECW7tITtk8fTDv.jpg
tt094997	3	nm0758031	actor	\N	"[""Turi DeSimone""]"	https://image.tmdb.org/t/p/{width_variable}/fyf6k9wdtXLCER2HWRw4IYcwt8u.jpg
tt094997	4	nm0257211	actress	\N	"[""Susie""]"	https://image.tmdb.org/t/p/{width_variable}/mzURZRC32JHvhaLwnY1lYmopKWD.jpg
tt094997	5	nm0002086	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/wpkbGp2A6HYpH2QZqI9WRSnzxUy.jpg
tt094997	6	nm0716701	writer	screenplay	\N	\N
tt094997	7	nm0855193	writer	story	\N	\N
tt094997	8	nm0816627	producer	producer	\N	\N
tt094997	9	nm0188099	composer	\N	\N	\N
tt095006	10	nm0872740	editor	\N	\N	\N
tt095006	1	nm0064586	actress	\N	"[""Siska Torot""]"	https://image.tmdb.org/t/p/{width_variable}/eKKH2HLAOvFC2qO4A1A0avaz4S4.jpg
tt095006	2	nm0101208	actor	\N	"[""Tom Berto""]"	https://image.tmdb.org/t/p/{width_variable}/tHEkr21iYLUgoNaQQKPE4xtmAmg.jpg
tt095006	3	nm0193632	actress	\N	"[""Maria Turot""]"	\N
tt095006	4	nm0122780	actor	\N	"[""Reynold Turot""]"	\N
tt095006	5	nm0560489	director	\N	\N	https://image.tmdb.org/t/p/{width_variable}/21uxBIiD6zWKOHkrf8jOS8aWbMX.jpg
tt095006	6	nm0396215	writer	story	\N	\N
tt095006	7	nm0750099	writer	\N	\N	\N
tt095006	8	nm0434064	composer	\N	\N	\N
tt095006	9	nm0005830	cinematographer	\N	\N	\N
tt095095	10	nm0909079	editor	\N	\N	\N
tt095095	1	nm0810342	actor	\N	"[""Fitz""]"	https://image.tmdb.org/t/p/{width_variable}/2gnGtzAlNP3sg2s3ACQMTK6PDQq.jpg
